"","year","month","day","Num","Customer","cust_name","Item","Code","ItemCodeSub","Quantity","UnitPrice","Tax","Amount","Des","ReceiptNo","Product","Amount1","Cost","Profit","Goods"
"234",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Cand. Light, 20 watts (8 pack)","AB38","Cole Cand55",18,0.611111111111111,4.58181818181818,50.4,"71072Cole Home Builders:Phase 2 - Lot 5Cand. Light, 20 watts (8 pack)",1344,"Cand. Light, 20 watts (8 pack)",-50.4,24,26.4,"Cand. Light, 20 watts (8 pack)"
"235",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Chestnut (3/60 watt)  Marble Glass","AB39","Cole Ches52",9,1.22222222222222,26.5909090909091,292.5,"71072Cole Home Builders:Phase 2 - Lot 5Chestnut (3/60 watt)  Marble Glass",1345,"Chestnut (3/60 watt)  Marble Glass",-292.5,95,197.5,"Chestnut (3/60 watt)  Marble Glass"
"236",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","AB45","Cole Die 46",7,1.57142857142857,33.3818181818182,367.2,"71072Cole Home Builders:Phase 2 - Lot 5Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1346,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",-367.2,228,139.2,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
"237",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Flat Glass, (25 watt max) Polished Brass, 4 light","AB49","Cole Flat61",4,2.75,8.18181818181818,90,"71072Cole Home Builders:Phase 2 - Lot 5Flat Glass, (25 watt max) Polished Brass, 4 light",1347,"Flat Glass, (25 watt max) Polished Brass, 4 light",-90,40,50,"Flat Glass, (25 watt max) Polished Brass, 4 light"
"238",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","AB52","Cole Fluo56",4,2.75,1.22727272727273,13.5,"71072Cole Home Builders:Phase 2 - Lot 5Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1348,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",-13.5,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
"239",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Fluorescent Lamp, T-5, Bipin","AB53","Cole Fluo57",4,2.75,1.63636363636364,18,"71072Cole Home Builders:Phase 2 - Lot 5Fluorescent Lamp, T-5, Bipin",1349,"Fluorescent Lamp, T-5, Bipin",-18,6,12,"Fluorescent Lamp, T-5, Bipin"
"240",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Halogen Lamp, Volts:3.5  Tubular","AB62","Cole Halo58",1,11,0.45,4.95,"71072Cole Home Builders:Phase 2 - Lot 5Halogen Lamp, Volts:3.5  Tubular",1350,"Halogen Lamp, Volts:3.5  Tubular",-4.95,2.5,2.45,"Halogen Lamp, Volts:3.5  Tubular"
"241",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Pearl Nickle, 5 Light, Medium Base (100 watt max)","AB64","Cole Pear48",12,0.916666666666667,31.0909090909091,342,"71072Cole Home Builders:Phase 2 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1351,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",-342,160,182,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
"242",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Pendant Bar, Textured White, 50lbs max","AB66","Cole Pend53",5,2.2,2.04545454545455,22.5,"71072Cole Home Builders:Phase 2 - Lot 5Pendant Bar, Textured White, 50lbs max",1352,"Pendant Bar, Textured White, 50lbs max",-22.5,10,12.5,"Pendant Bar, Textured White, 50lbs max"
"243",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec59",4,2.75,1.8,19.8,"71072Cole Home Builders:Phase 2 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1353,"Specialty Bulbs, 100 watt (6 pack)",-19.8,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
"244",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec60",4,2.75,4.25454545454545,46.8,"71072Cole Home Builders:Phase 2 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1354,"Specialty, Stage & Studio Bulbs  60 watt",-46.8,20,26.8,"Specialty, Stage & Studio Bulbs  60 watt"
"245",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Sunset, Clear Glass, 1-100 watt max.","AB78","Cole Suns49",16,0.6875,11.4545454545455,126,"71072Cole Home Builders:Phase 2 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1355,"Sunset, Clear Glass, 1-100 watt max.",-126,60,66,"Sunset, Clear Glass, 1-100 watt max."
"246",2018,1,28,71072,"Cole Home Builders:Phase 2 - Lot 5","Co9","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","AB82","Cole Tape47",9,1.22222222222222,22.0909090909091,243,"71072Cole Home Builders:Phase 2 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1356,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",-243,90,153,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
"247",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Acid Verde, 10x21x10, 2-60 watt cand.","AB16","Cole Acid674",6,1.83333333333333,9.49090909090909,104.4,"71073Cole Home Builders:Phase 1 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1357,"Acid Verde, 10x21x10, 2-60 watt cand.",-104.4,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
"248",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","AB22","Cole Blac676",2,5.5,6.87272727272727,75.6,"71073Cole Home Builders:Phase 1 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1358,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",-75.6,38.44,37.16,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
"249",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","AB27","Cole Bras675",15,0.733333333333333,19.6363636363636,216,"71073Cole Home Builders:Phase 1 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1359,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",-216,105,111,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
"250",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Cand. Light, 20 watts (8 pack)","AB38","Cole Cand679",18,0.611111111111111,4.58181818181818,50.4,"71073Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1360,"Cand. Light, 20 watts (8 pack)",-50.4,24,26.4,"Cand. Light, 20 watts (8 pack)"
"251",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Golden Umber (100 watt)  Six Light Chandelier","AB58","Cole Gold665",30,0.366666666666667,25.7727272727273,283.5,"71073Cole Home Builders:Phase 1 - Lot 5Golden Umber (100 watt)  Six Light Chandelier",1361,"Golden Umber (100 watt)  Six Light Chandelier",-283.5,85,198.5,"Golden Umber (100 watt)  Six Light Chandelier"
"252",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pearl Nickle, 5 Light, Medium Base (100 watt max)","AB64","Cole Pear671",6,1.83333333333333,15.5454545454545,171,"71073Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1362,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",-171,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
"253",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pendant Bar, Cobblestone, 50lbs. max","AB65","Cole Pend670",18,0.611111111111111,4.09090909090909,45,"71073Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Cobblestone, 50lbs. max",1363,"Pendant Bar, Cobblestone, 50lbs. max",-45,22.74,22.26,"Pendant Bar, Cobblestone, 50lbs. max"
"254",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","AB67","Cole Poli667",9,1.22222222222222,23.7272727272727,261,"71073Cole Home Builders:Phase 1 - Lot 5Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1364,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",-261,160,101,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
"255",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","AB73","Cole Soli673",2,5.5,3.43636363636364,37.8,"71073Cole Home Builders:Phase 1 - Lot 5Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1365,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",-37.8,19,18.8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
"256",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec678",18,0.611111111111111,9,99,"71073Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1366,"Specialty Bulbs, 100 watt (6 pack)",-99,47.5,51.5,"Specialty Bulbs, 100 watt (6 pack)"
"257",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec677",3,3.66666666666667,3.19090909090909,35.1,"71073Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1367,"Specialty, Stage & Studio Bulbs  60 watt",-35.1,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
"258",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry (8/60 watt)  Faux Alabaster Glass","AB79","Cole Tape666",18,0.611111111111111,24.5454545454545,270,"71073Cole Home Builders:Phase 1 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass",1368,"Tapestry (8/60 watt)  Faux Alabaster Glass",-270,75,195,"Tapestry (8/60 watt)  Faux Alabaster Glass"
"259",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","AB82","Cole Tape668",6,1.83333333333333,14.7272727272727,162,"71073Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1369,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",-162,60,102,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
"260",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","AB85","Cole Vero669",8,1.375,24.5454545454545,270,"71073Cole Home Builders:Phase 1 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1370,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",-270,140,130,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
"261",2018,8,31,71073,"Cole Home Builders:Phase 1 - Lot 5","Co8","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","AB88","Cole Whit672",14,0.785714285714286,5.23636363636364,57.6,"71073Cole Home Builders:Phase 1 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1371,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",-57.6,30,27.6,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
"262",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Acid Verde, 10x21x10, 2-60 watt cand.","AB16","Cole Acid655",6,1.83333333333333,9.49090909090909,104.4,"71074Cole Home Builders:Phase 1 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1372,"Acid Verde, 10x21x10, 2-60 watt cand.",-104.4,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
"263",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","AB22","Cole Blac657",2,5.5,6.87272727272727,75.6,"71074Cole Home Builders:Phase 1 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1373,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",-75.6,38.44,37.16,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
"264",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","AB27","Cole Bras656",15,0.733333333333333,19.6363636363636,216,"71074Cole Home Builders:Phase 1 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1374,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",-216,105,111,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
"265",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Cand. Light, 20 watts (8 pack)","AB38","Cole Cand660",18,0.611111111111111,4.58181818181818,50.4,"71074Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1375,"Cand. Light, 20 watts (8 pack)",-50.4,24,26.4,"Cand. Light, 20 watts (8 pack)"
"266",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Golden Umber (100 watt)  Six Light Chandelier","AB58","Cole Gold646",30,0.366666666666667,25.7727272727273,283.5,"71074Cole Home Builders:Phase 1 - Lot 5Golden Umber (100 watt)  Six Light Chandelier",1376,"Golden Umber (100 watt)  Six Light Chandelier",-283.5,85,198.5,"Golden Umber (100 watt)  Six Light Chandelier"
"267",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pearl Nickle, 5 Light, Medium Base (100 watt max)","AB64","Cole Pear652",6,1.83333333333333,15.5454545454545,171,"71074Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1377,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",-171,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
"268",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pendant Bar, Cobblestone, 50lbs. max","AB65","Cole Pend651",18,0.611111111111111,4.09090909090909,45,"71074Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Cobblestone, 50lbs. max",1378,"Pendant Bar, Cobblestone, 50lbs. max",-45,22.74,22.26,"Pendant Bar, Cobblestone, 50lbs. max"
"269",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","AB67","Cole Poli648",9,1.22222222222222,23.7272727272727,261,"71074Cole Home Builders:Phase 1 - Lot 5Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1379,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",-261,160,101,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
"270",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","AB73","Cole Soli654",2,5.5,3.43636363636364,37.8,"71074Cole Home Builders:Phase 1 - Lot 5Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1380,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",-37.8,19,18.8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
"271",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec659",18,0.611111111111111,9,99,"71074Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1381,"Specialty Bulbs, 100 watt (6 pack)",-99,47.5,51.5,"Specialty Bulbs, 100 watt (6 pack)"
"272",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec658",3,3.66666666666667,3.19090909090909,35.1,"71074Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1382,"Specialty, Stage & Studio Bulbs  60 watt",-35.1,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
"273",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry (8/60 watt)  Faux Alabaster Glass","AB79","Cole Tape647",18,0.611111111111111,24.5454545454545,270,"71074Cole Home Builders:Phase 1 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass",1383,"Tapestry (8/60 watt)  Faux Alabaster Glass",-270,75,195,"Tapestry (8/60 watt)  Faux Alabaster Glass"
"274",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","AB82","Cole Tape649",6,1.83333333333333,14.7272727272727,162,"71074Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1384,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",-162,60,102,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
"275",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","AB85","Cole Vero650",8,1.375,24.5454545454545,270,"71074Cole Home Builders:Phase 1 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1385,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",-270,140,130,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
"276",2018,8,24,71074,"Cole Home Builders:Phase 1 - Lot 5","Co8","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","AB88","Cole Whit653",14,0.785714285714286,5.23636363636364,57.6,"71074Cole Home Builders:Phase 1 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1386,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",-57.6,30,27.6,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
"277",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Acid Verde, 10x21x10, 2-60 watt cand.","AB16","Cole Acid636",6,1.83333333333333,9.49090909090909,104.4,"71075Cole Home Builders:Phase 1 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1387,"Acid Verde, 10x21x10, 2-60 watt cand.",-104.4,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
"278",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","AB22","Cole Blac638",2,5.5,6.87272727272727,75.6,"71075Cole Home Builders:Phase 1 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1388,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",-75.6,38.44,37.16,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
"279",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","AB27","Cole Bras637",15,0.733333333333333,19.6363636363636,216,"71075Cole Home Builders:Phase 1 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1389,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",-216,105,111,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
"280",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Cand. Light, 20 watts (8 pack)","AB38","Cole Cand641",18,0.611111111111111,4.58181818181818,50.4,"71075Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1390,"Cand. Light, 20 watts (8 pack)",-50.4,24,26.4,"Cand. Light, 20 watts (8 pack)"
"281",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Golden Umber (100 watt)  Six Light Chandelier","AB58","Cole Gold627",30,0.366666666666667,25.7727272727273,283.5,"71075Cole Home Builders:Phase 1 - Lot 5Golden Umber (100 watt)  Six Light Chandelier",1391,"Golden Umber (100 watt)  Six Light Chandelier",-283.5,85,198.5,"Golden Umber (100 watt)  Six Light Chandelier"
"282",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pearl Nickle, 5 Light, Medium Base (100 watt max)","AB64","Cole Pear633",6,1.83333333333333,15.5454545454545,171,"71075Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1392,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",-171,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
"283",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pendant Bar, Cobblestone, 50lbs. max","AB65","Cole Pend632",18,0.611111111111111,4.09090909090909,45,"71075Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Cobblestone, 50lbs. max",1393,"Pendant Bar, Cobblestone, 50lbs. max",-45,22.74,22.26,"Pendant Bar, Cobblestone, 50lbs. max"
"284",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","AB67","Cole Poli629",9,1.22222222222222,23.7272727272727,261,"71075Cole Home Builders:Phase 1 - Lot 5Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1394,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",-261,160,101,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
"285",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","AB73","Cole Soli635",2,5.5,3.43636363636364,37.8,"71075Cole Home Builders:Phase 1 - Lot 5Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1395,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",-37.8,19,18.8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
"286",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec640",18,0.611111111111111,9,99,"71075Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1396,"Specialty Bulbs, 100 watt (6 pack)",-99,47.5,51.5,"Specialty Bulbs, 100 watt (6 pack)"
"287",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec639",3,3.66666666666667,3.19090909090909,35.1,"71075Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1397,"Specialty, Stage & Studio Bulbs  60 watt",-35.1,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
"288",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry (8/60 watt)  Faux Alabaster Glass","AB79","Cole Tape628",18,0.611111111111111,24.5454545454545,270,"71075Cole Home Builders:Phase 1 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass",1398,"Tapestry (8/60 watt)  Faux Alabaster Glass",-270,75,195,"Tapestry (8/60 watt)  Faux Alabaster Glass"
"289",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","AB82","Cole Tape630",6,1.83333333333333,14.7272727272727,162,"71075Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1399,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",-162,60,102,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
"290",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","AB85","Cole Vero631",8,1.375,24.5454545454545,270,"71075Cole Home Builders:Phase 1 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1400,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",-270,140,130,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
"291",2018,8,17,71075,"Cole Home Builders:Phase 1 - Lot 5","Co8","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","AB88","Cole Whit634",14,0.785714285714286,5.23636363636364,57.6,"71075Cole Home Builders:Phase 1 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1401,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",-57.6,30,27.6,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
"292",2018,7,16,71076,"Cole Home Builders:Phase 1 - Lot 5","Co8","Acid Verde, 10x21x10, 2-60 watt cand.","AB16","Cole Acid548",6,1.83333333333333,9.49090909090909,104.4,"71076Cole Home Builders:Phase 1 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1402,"Acid Verde, 10x21x10, 2-60 watt cand.",-104.4,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
"293",2018,7,16,71076,"Cole Home Builders:Phase 1 - Lot 5","Co8","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","AB22","Cole Blac550",2,5.5,6.87272727272727,75.6,"71076Cole Home Builders:Phase 1 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1403,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",-75.6,38.44,37.16,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
"294",2018,7,16,71076,"Cole Home Builders:Phase 1 - Lot 5","Co8","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","AB27","Cole Bras549",15,0.733333333333333,19.6363636363636,216,"71076Cole Home Builders:Phase 1 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1404,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",-216,105,111,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
